,area,floorRange,noOfUnits,contractDate,typeOfSale,price,propertyType,district,typeOfArea,tenure,nettPrice,project,street,marketSegment,x,y
17308,53,01-05,1,1021,1,1060000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17309,115,21-25,1,1021,1,2075000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17310,49,01-05,1,1021,1,980000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17311,85,01-05,1,1021,1,1608000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17312,88,11-15,1,1021,1,1722000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17313,85,11-15,1,1021,1,1588000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17314,77,06-10,1,0621,1,1495000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17315,62,01-05,1,0621,1,1223000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17316,150,11-15,1,0621,1,2917000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17317,68,01-05,1,0621,1,1352000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17318,49,01-05,1,1221,1,1000000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17319,99,11-15,1,1221,1,1936000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17320,88,11-15,1,1221,1,1734000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17321,49,21-25,1,1221,1,1017070,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17322,87,16-20,1,1221,1,1732000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17323,150,16-20,1,0621,1,2958000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17324,84,21-25,1,0621,1,1637000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17325,56,21-25,1,0621,1,988000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17326,196,-,1,0421,1,3160000,Strata Terrace,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17327,72,16-20,1,0421,1,1380275,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17328,72,06-10,1,0421,1,1352375,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17329,74,21-25,1,0421,1,1334178,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17330,62,06-10,1,0421,1,1209271,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17331,87,11-15,1,0421,1,1665000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17332,61,01-05,1,0421,1,1187856,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17333,73,21-25,1,0421,1,1323624,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17334,49,06-10,1,0421,1,936000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17335,49,01-05,1,0421,1,932000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17336,49,01-05,1,0421,1,929000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17337,48,16-20,1,0421,1,954899,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17338,62,06-10,1,0421,1,1220610,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17339,61,11-15,1,0421,1,1195740,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17340,122,21-25,1,0421,1,2418000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17341,53,01-05,1,0421,1,1030000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17342,68,06-10,1,0421,1,1337364,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17343,61,11-15,1,0421,1,1203624,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17344,60,06-10,1,0421,1,1144712,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17345,84,16-20,1,0421,1,1590000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17346,49,11-15,1,0421,1,953000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17347,84,01-05,1,0821,1,1561000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17348,84,06-10,1,0821,1,1600000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17349,88,11-15,1,0821,1,1710000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17350,85,11-15,1,0821,1,1591000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17351,85,06-10,1,0821,1,1583000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17352,87,01-05,1,0821,1,1629000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17353,100,21-25,1,0821,1,1731000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17354,87,01-05,1,0821,1,1656000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17355,49,06-10,1,0821,1,953000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17356,87,06-10,1,0821,1,1696000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17357,49,06-10,1,0821,1,951000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17358,53,01-05,1,0821,1,1043000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17359,122,11-15,1,0821,1,2406000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17360,54,21-25,1,0821,1,1105000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17361,54,11-15,1,0821,1,1073000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17362,99,21-25,1,0821,1,1966000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17363,61,01-05,1,0821,1,1224000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17364,73,21-25,1,0821,1,1368000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17365,99,11-15,1,0821,1,1917000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17366,85,06-10,1,0821,1,1603000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17367,64,01-05,1,0321,1,1180257,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17368,72,21-25,1,0321,1,1360125,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17369,61,16-20,1,0321,1,1150611,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17370,77,01-05,1,0321,1,1458211,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17371,102,16-20,1,0321,1,1983812,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17372,48,01-05,1,0321,1,927498,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17373,62,21-25,1,0321,1,1202601,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17374,87,11-15,1,0521,1,1664300,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17375,49,16-20,1,0521,1,950800,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17376,87,16-20,1,0521,1,1694500,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17377,90,21-25,1,0521,1,1763800,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17378,122,16-20,1,0521,1,2385000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17379,49,11-15,1,0621,1,941700,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17380,62,01-05,1,0621,1,1210000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17381,61,01-05,1,0621,1,1191900,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17382,87,06-10,1,0621,1,1667300,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17383,62,01-05,1,0621,1,1218700,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17384,62,01-05,1,0621,1,1214700,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17385,62,01-05,1,0621,1,1216700,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17386,87,01-05,1,0621,1,1657300,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17387,52,21-25,1,0621,1,1047300,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17388,52,11-15,1,0621,1,1030200,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17389,150,11-15,1,0621,1,2890000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17390,68,01-05,1,0621,1,1335300,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17391,101,21-25,1,0522,1,2083000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17392,79,16-20,1,0522,1,1661000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17393,79,16-20,1,0522,1,1656000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17394,79,01-05,1,0522,1,1613000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17395,79,11-15,1,0522,1,1645000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17396,84,11-15,1,0522,1,1660000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17397,100,01-05,1,0522,1,1998000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17398,100,06-10,1,0522,1,2011000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17399,100,11-15,1,0522,1,2030000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17400,52,06-10,1,0521,1,1027200,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17401,88,11-15,1,0521,1,1600000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17402,49,06-10,1,0621,1,948000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17403,99,21-25,1,0621,1,1808000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17404,61,01-05,1,0621,1,1196500,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17405,87,16-20,1,0621,1,1730000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17406,68,01-05,1,0621,1,1337500,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17407,52,06-10,1,0621,1,1038000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17408,48,01-05,1,0621,1,940700,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17409,87,16-20,1,0621,1,1650000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17410,72,11-15,1,0621,1,1375500,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17411,87,16-20,1,0621,1,1673568,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17412,87,16-20,1,0621,1,1666000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17413,49,11-15,1,0621,1,943700,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17414,124,01-05,1,0422,1,2461000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17415,79,21-25,1,0422,1,1670000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17416,79,21-25,1,0422,1,1672000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17417,79,11-15,1,0422,1,1639000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17418,79,21-25,1,0422,1,1666000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17419,79,01-05,1,0422,1,1619000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17420,91,21-25,1,0422,1,1759000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17421,100,01-05,1,0422,1,2001000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17422,100,16-20,1,0422,1,2048000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17423,90,16-20,1,0222,1,1774000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17424,90,11-15,1,0222,1,1750000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17425,90,21-25,1,0222,1,1783000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17426,90,06-10,1,0222,1,1719000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17427,49,11-15,1,0222,1,1023000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17428,49,06-10,1,0222,1,1021000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17429,49,11-15,1,0222,1,1024000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17430,101,16-20,1,0222,1,2046000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17431,124,16-20,1,0222,1,2503000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17432,122,06-10,1,0222,1,2421000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17433,100,21-25,1,0522,1,2056000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17434,100,11-15,1,0522,1,2024000,Apartment,05,Strata,99 yrs lease commencing from 2019,1963280,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17435,100,16-20,1,0522,1,2042000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17436,100,16-20,1,0522,1,2053000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17437,90,21-25,1,0322,1,1824000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17438,87,11-15,1,0322,1,1770000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17439,124,11-15,1,0322,1,2512000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17440,101,16-20,1,0322,1,2069000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17441,89,01-05,1,0122,1,1742000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17442,99,01-05,1,0122,1,1945000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17443,99,16-20,1,0122,1,1986000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17444,99,16-20,1,0122,1,1953000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17445,99,11-15,1,0122,1,1944000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17446,99,21-25,1,0122,1,1966000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17447,196,-,1,0122,1,3150000,Strata Terrace,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17448,122,16-20,1,0422,1,2440000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17449,101,16-20,1,0422,1,2058000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17450,102,01-05,1,0422,1,2031000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17451,101,11-15,1,0422,1,2053000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17452,101,21-25,1,0422,1,2090000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17453,79,11-15,1,0422,1,1651000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17454,100,16-20,1,0522,1,2037000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17455,90,06-10,1,0122,1,1722000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17456,90,11-15,1,0122,1,1755000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17457,49,21-25,1,0122,1,1006970,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17458,49,21-25,1,0122,1,1003940,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17459,49,16-20,1,0122,1,1000910,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17460,49,21-25,1,0122,1,1005960,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17461,90,16-20,1,0122,1,1813000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17462,49,16-20,1,0122,1,1022120,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17463,49,16-20,1,0122,1,1026160,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17464,49,16-20,1,0122,1,1024140,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17465,122,01-05,1,0122,1,2382000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17466,124,21-25,1,0122,1,2486000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17467,124,06-10,1,0122,1,2429000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17468,101,11-15,1,0122,1,2018000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
17469,122,06-10,1,0122,1,2401000,Apartment,05,Strata,99 yrs lease commencing from 2019,,NORMANTON PARK,NORMANTON PARK,RCR,23533.189352884,29876.2396721336
